This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

Watchlist 'Energy eps positive'

Energy eps positive
Symbol
AR
BPMP
BTU
CAPL
CCLP
CLMT
CNX
CVI
DHT
DK
DKL
DWSN
EGY
ENG
EPD
ET
ETRN
FET
GLP
HES
HFC
LPI
MUR
NOV
PAA
PAGP
PBFX
PSXP
REGI
SD
SLNG
SM
SND
TPL
TTE
VNOM
VTOL
YPF
