This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

Watchlist 'Financials eps pos'

Financials eps pos
Symbol
AAIC
AAME
AB
ABCB
ABR
ABTX
AC
ACBI
ACGL
ACNB
AEL
AFBI
AFG
AFL
AGM
AGM/A
AIZ
AJG
ALL
ALLY
ALTA
AMAL
AMNB
AMP
AMRB
AMRK
AMSF
ANAT
AON
APAM
ARES
AROW
ASB
ATH
ATLC
ATLO
AUB
AX
BAC
BANF
BANR
BCBP
BCML
BCOR
BCS
BFC
BFST
BHB
BHLB
BK
BKSC
BLK
BMRC
BOCH
BOKF
BOTJ
BRK/A
BRK/B
BRO
BSIG
BSMX
BSRR
BUSE
BWB
BXS
CAC
CADE
CARV
CASH
CATC
CATY
CBAN
CBFV
CBNK
CBSH
CBU
CCB
CCBG
CCNE
CFB
CFBK
CFFI
CHCO
CHMG
CINF
CIVB
CLDB
CME
CNBKA
CNNB
CNOB
COFS
COLB
COOP
CS
CSTR
CTBI
CUBI
CURO
CVBF
CVCY
CWBC
CZWI
DCOM
DGICA
DGICB
DX
EARN
EBMT
EBSB
EBTC
ECPG
EFSC
EGBN
EIG
EMCF
ENVA
EQBK
ERIE
ESNT
ESQ
ESSA
ESXB
EVR
EWBC
FAF
FBC
FBIZ
FBMS
FBNC
FBP
FCAP
FCBC
FCCO
FCCY
FCF
FCFS
FCNCA
FDBC
FDS
FFBC
FFBW
FFIN
FFWM
FGBI
FHN
FIBK
FISI
FLIC
FMAO
FMBH
FMNB
FNF
FNLC
FRAF
FRBA
FRC
FRME
FRST
FSBW
FSFG
FULT
FUNC
FXNC
GABC
GBCI
GBLI
GBNY
GCBC
GFED
GL
GLBZ
GROW
GS
GSBC
GSBD
HASI
HBCP
HBNC
HDB
HFBL
HIFS
HIG
HLI
HMN
HMNF
HMST
HOMB
HONE
HTBI
HTGC
HTH
HTLF
HVBC
HWBK
HWC
IBCP
IBN
IBOC
IBTX
ICCH
ICE
IMH
INBK
INDB
IOR
IROQ
ISBC
ISTR
ITIC
JEF
JP
JPM
JRJC
KB
KEY
KKR
KMPR
KNSL
KRNY
L
LADR
LARK
LBAI
LCNB
LEVL
LFC
LFT
LKFN
LOAN
LPLA
LSBK
MBIN
MBWM
MCB
MCBC
MCBS
MCO
MCY
MET
MFNC
MGYR
MKL
MKTX
MMC
MNSB
MORN
MPB
MRBK
MRLN
MS
MSCI
MTB
MVBF
MYFW
NBHC
NBN
NBTB
NCBS
NDAQ
NFBK
NKSH
NNI
NOAH
NODK
NRIM
NTB
NTRS
NWFL
NWG
OBNK
OCN
OCSL
OMF
ONB
OPBK
OPOF
OPY
ORRF
OSBC
OVBC
OVLY
PACW
PB
PBHC
PBIP
PCSB
PDLB
PEBK
PFBC
PFBI
PFC
PFSI
PGR
PJT
PKBK
PLBC
PNBK
PNFP
PRI
PRK
PRU
PSEC
PWOD
QCRH
RBCAA
RBKB
RBNC
RDN
RILY
RJF
RLI
RM
RMBI
RNR
RRBI
SACH
SAFT
SAL
SAMG
SAR
SBCF
SBFG
SBNY
SBSI
SBT
SC
SCHW
SEIC
SF
SFBC
SFBS
SFNC
SFST
SHBI
SHG
SIEB
SIGI
SIVB
SLM
SMBC
SMBK
SMMF
SNEX
SNFCA
SPGI
SRCE
SSBI
SSSS
STC
STL
STT
STXB
SVBI
SYBT
TBBK
TBK
TBNK
TCBK
TCFC
TCPC
TFC
THFF
THG
TMP
TOWN
TRMK
TROW
TRST
TSBK
TSC
TSLX
UBCP
UBOH
UBSI
UCBI
UMBF
UMPQ
UNB
UNTY
VABK
VALU
VBFC
VBTX
VCTR
VIRT
VLY
VOYA
VRTS
WABC
WAL
WASH
WD
WLTW
WRB
WSBF
WSFS
WTBA
WTFC
WTM
WVFC
ZION
