This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

Watchlist 'Utilities eps pos'

Utilities eps pos
Symbol
AEE
AEP
AGR
ALE
ARTNA
ATO
AWK
AWR
CMS
CPK
CWT
DTE
EDN
ES
ETR
EVRG
HE
IDA
LNT
MDU
MGEE
MSEX
NJR
NRG
NWN
OGE
OGS
OTTR
PCG
PEG
PNM
RGCO
SGU
SO
SPH
SRE
SWX
UGI
UTL
WEC
XEL
YORW
